713 CHANTILLY LN|DELORENZO GRANT A & JENNIFER D|B110672500|FINAL|A|SR 12-00023492 JS|04/11/2012
817 INDIAN CEDAR DRIVE|B & G HOME IMPROVEMENT|B110675900|FRAME|A||04/10/2012
847 FALLS CREEK DR|FARRER FREDERICK C & VICKI H|B110681600|INSULATION|A||04/06/2012
847 FALLS CREEK DR|FARRER FREDERICK C & VICKI H|B110681800|INSULATION|A||04/06/2012
1464 MT PLEASANT ROAD|HL COMMERCIAL CONSTRUCTION INC|B110687300|FRAME|A||04/09/2012
209 NAPOLI CT|STEVENS R B CONST INC|B110697400|FINAL|A||04/12/2012
209 NAPOLI CT|STEVENS R B CONST INC|B110697400|LANDSCAPE|A||04/12/2012
209 NAPOLI CT|STEVENS R B CONST INC|B110697400|LGC|A||04/12/2012
209 NAPOLI CT|STEVENS R B CONST INC|B110697400|GRADING|A||04/12/2012
636 LACY OAK DR|DRAGAS MANAGEMENT CORP|B110706000|AS BUILT|A|SWMF OK|04/12/2012
636 LACY OAK DR|DRAGAS MANAGEMENT CORP|B110706000|LANDSCAPE|A|OVERALL PLAN (O/P)|04/09/2012
632 LACY OAK DR|DRAGAS MANAGEMENT CORP|B110706100|LANDSCAPE|A|OVERALL PLAN (O/P)|04/09/2012
632 LACY OAK DR|DRAGAS MANAGEMENT CORP|B110706100|AS BUILT|A|SWMF OK|04/12/2012
632 LACY OAK DR|DRAGAS MANAGEMENT CORP|B110706100|FINAL|A||04/11/2012
632 LACY OAK DR|DRAGAS MANAGEMENT CORP|B110706100|GRADING|A||04/11/2012
638 LACY OAK DR|DRAGAS MANAGEMENT CORP|B110706200|AS BUILT|A|SWMF OK|04/12/2012
638 LACY OAK DR|DRAGAS MANAGEMENT CORP|B110706200|LANDSCAPE|A|OVERALL PLAN (O/P)|04/09/2012
634 LACY OAK DR|DRAGAS MANAGEMENT CORP|B110706300|LANDSCAPE|A|OVERALL PLAN (O/P)|04/09/2012
634 LACY OAK DR|DRAGAS MANAGEMENT CORP|B110706300|AS BUILT|A|SWMF OK|04/12/2012
408 JAKE LN|ASHDON BUILDERS INC|B110706800|FINAL|A||04/11/2012
408 JAKE LN|ASHDON BUILDERS INC|B110706800|LANDSCAPE|A||04/11/2012
408 JAKE LN|ASHDON BUILDERS INC|B110706800|GRADING|A||04/11/2012
408 JAKE LN|ASHDON BUILDERS INC|B110706800|LGC|A||04/12/2012
3901 GRAND ISLE DR|ASHDON BUILDERS INC|B110712400|LGC|A||04/06/2012
3901 GRAND ISLE DR|ASHDON BUILDERS INC|B110712400|FINAL|A||04/09/2012
3901 GRAND ISLE DR|ASHDON BUILDERS INC|B110712400|LANDSCAPE|A||04/09/2012
3901 GRAND ISLE DR|ASHDON BUILDERS INC|B110712400|GRADING|A||04/09/2012
1402 SABBATH LN|SUMMIT CONSTRUCTION CORP|B110720300|FLOOD ZONE|A||04/06/2012
1402 SABBATH LN|SUMMIT CONSTRUCTION CORP|B110720300|FINAL|A||04/12/2012
1402 SABBATH LN|SUMMIT CONSTRUCTION CORP|B110720300|LANDSCAPE|A||04/12/2012
1402 SABBATH LN|SUMMIT CONSTRUCTION CORP|B110720300|GRADING|A||04/12/2012
2973 MILITARY HWY S|DENNIS AUDLEY|B110720700|FINAL|A|SR #12-00025516|04/09/2012
626 FLATROCK LN|KAIT CHRISTOPHER CONSTRUCTION LL|B110721300|INSULATION|A||04/12/2012
1125 GAUNTLET DRIVE|MARCELIN KARL E & MYRLENE|B110721700|FINAL|A||04/11/2012
1301 VOLVO PARKWAY|EDGEWATER CONSTRUCTION SERVICES|B120000500|FINAL|A||04/11/2012
2710 IKE ST|OVERTONS MARKETS INCORPORATED|B120002300|FINAL|A||04/06/2012
5008 MARTA LN|WIRTH DEVELOPMENT|B120007600|LGC|A||04/13/2012
5008 MARTA LN|WIRTH DEVELOPMENT|B120007600|FINAL|A||04/12/2012
5008 MARTA LN|WIRTH DEVELOPMENT|B120007600|LANDSCAPE|A||04/12/2012
5008 MARTA LN|WIRTH DEVELOPMENT|B120007600|GRADING|A||04/12/2012
504 LINTON CIR|EAGLE CONSTRUCTION OF VIRGINIA L|B120017100|INSULATION|A||04/10/2012
504 LINTON CIR|EAGLE CONSTRUCTION OF VIRGINIA L|B120017100|FRAME|A||04/10/2012
508 CORLEW CT|ASHDON BUILDERS INC|B120022400|LANDSCAPE|A||04/11/2012
508 CORLEW CT|ASHDON BUILDERS INC|B120022400|GRADING|A||04/11/2012
508 CORLEW CT|ASHDON BUILDERS INC|B120022400|FINAL|R||04/11/2012
1208 SANDERSON ROAD|KIRBOR LLC|B120026700|FRAME|A||04/10/2012
1204 SANDERSON ROAD|KIRBOR LLC|B120026900|FRAME|A||04/10/2012
509 GREENWAY DRIVE|EMMONS HOME REPAIR & SERVICE INC|B120027300|FINAL|A||04/13/2012
509 GREENWAY DRIVE|EMMONS HOME REPAIR & SERVICE INC|B120027300|FINAL|R||04/11/2012
1287 SHILLELAGH ROAD|KIRBOR LLC|B120028100|INSULATION|A||04/10/2012
1844 ROCKWOOD DRIVE|STEPHEN ALEXANDER HOMES LLC|B120030600|INSULATION|A||04/10/2012
1405 JOLLIFF ROAD|WAGNER MICHAEL D & TONIA A|B120039700|FOOTING|A||04/12/2012
1405 JOLLIFF ROAD|WAGNER MICHAEL D & TONIA A|B120039700|FOOTING|R||04/10/2012
4302 EMPORIA AVE|CUNNINGHAM EDWARD LEE|B120053600|FRAME|A||04/09/2012
1904 BLUESTEM CT|WIDENER CORPORATION THE|B120058600|INSULATION|A||04/11/2012
1904 BLUESTEM CT|WIDENER CORPORATION THE|B120058600|FRAME|A||04/11/2012
1904 BLUESTEM CT|WIDENER CORPORATION THE|B120058600|FRAME|R||04/09/2012
3201 FOXGROVE LANE|STEFFEN GEORGE D|B120058700|FINAL|A||04/11/2012
3303 DODD DR|VINTAGE HOMES CL 1 LC|B120068300|INSULATION|A||04/12/2012
3303 DODD DR|VINTAGE HOMES CL 1 LC|B120068300|FRAME|R||04/12/2012
3303 DODD DR|VINTAGE HOMES CL 1 LC|B120068300|FRAME|R||04/06/2012
1401 KEMP BRIDGE DRIVE|NAPOLITANO HOMES INC|B120073200|INSULATION|A||04/10/2012
1401 KEMP BRIDGE DRIVE|NAPOLITANO HOMES INC|B120073200|FRAME|A||04/06/2012
364 CLEARFIELD AVENUE|TIDEWATER CUSTOM MODULAR HOMES I|B120075400|FRAME|A||04/13/2012
364 CLEARFIELD AVENUE|TIDEWATER CUSTOM MODULAR HOMES I|B120075600|FRAME|A||04/13/2012
3305 DODD DR|DEFINITIVE HOMES/BRUNICK MICHAEL|B120081000|INSULATION|A||04/10/2012
1808 HAZELWOOD ROAD|STEPHEN ALEXANDER HOMES LLC|B120081700|FOOTING|A||04/12/2012
702 WASHINGTON DRIVE|MITSKO ANDREI A & ASHLEY M|B120084900|FRAME|A||04/10/2012
916 BRICE CT|GERMEL INC|B120086200|FINAL|A||04/10/2012
916 BRICE CT|GERMEL INC|B120086200|LANDSCAPE|A||04/06/2012
916 BRICE CT|GERMEL INC|B120086200|GRADING|A||04/10/2012
916 BRICE CT|GERMEL INC|B120086200|FINAL|R||04/06/2012
916 BRICE CT|GERMEL INC|B120086200|GRADING|R||04/06/2012
1721 BIRCH TRAIL CIRCLE|FIRST ATLANTIC RESTORATION INC|B120089100|FRAME|A||04/12/2012
4259 WHITE CAP CRST|HEARNDON CONSTRUCTION CO|B120089200|FINAL|A|SR 12-00062065 JS|04/12/2012
4303 TERRY DRIVE|DIAMOND CUSTOM HOME CORP|B120089900|FINAL|R||04/09/2012
338 SCONE CASTLE LOOP|GERMEL INC|B120097600|FRAME|A||04/12/2012
600 LACY OAK DR|DRAGAS MANAGEMENT CORP|B120102100|FOOTING|A||04/06/2012
602 LACY OAK DR|DRAGAS MANAGEMENT CORP|B120102400|FOOTING|A||04/06/2012
2115 BRENNHAVEN TRL|WIDENER CORPORATION THE|B120102800|FOOTING|A||04/11/2012
604 LACY OAK DR|DRAGAS MANAGEMENT CORP|B120105600|FOOTING|A||04/06/2012
606 LACY OAK DR|DRAGAS MANAGEMENT CORP|B120105800|FOOTING|A||04/06/2012
608 LACY OAK DR|DRAGAS MANAGEMENT CORP|B120107200|FOOTING|A||04/06/2012
612 LACY OAK DR|DRAGAS MANAGEMENT CORP|B120107800|FOOTING|A||04/06/2012
610 LACY OAK DR|DRAGAS MANAGEMENT CORP|B120108500|FOOTING|A||04/06/2012
823 COPPER STONE CIRCLE|ALL ENTERPRISES|B120112400|INSULATION|A||04/09/2012
1805 CHESLIE CT|ETHERIDGE MANOR CORPORATION|B120113500|FOOTING|A||04/10/2012
1229 ROSEBUD LANE|ASHDON BUILDERS INC|B120114800|FRAME|R||04/11/2012
2004 META POINTE COURT|ELCHIN INC|B120115900|FINAL|R||04/09/2012
614 LACY OAK DR|DRAGAS MANAGEMENT CORP|B120116000|FOOTING|A||04/06/2012
2133 MILITARY HWY S|BREEDEN CONSTRUCTION LLC|B120120300|FOOTING|R||04/10/2012
5021 MARTA LN|WIRTH DEVELOPMENT|B120122700|FOOTING|A||04/12/2012
5024 MARTA LANE|WIRTH DEVELOPMENT|B120122900|FOOTING|A||04/12/2012
801 KILLDEER COURT|ROBINSON MARIE A|B120125900|FOOTING|A||04/11/2012
3452 MAORI DRIVE|HOME BUILDERS I INC|B120126600|FRAME|R||04/12/2012
2035 DEWALD ROAD|STEPHEN ALEXANDER HOMES LLC|B120128000|FOOTING|A||04/10/2012
3412 NEWPORT DRIVE|WILLIFORD DALTON T|B120130200|FOOTING|A||04/12/2012
1412 GREENRIER PARKWAY|NICE DAVID A BUILDERS INC|B120131400|FINAL|A||04/11/2012
1412 GREENRIER PARKWAY|NICE DAVID A BUILDERS INC|B120131400|FIRE|A|OK FIRE FINAL|04/11/2012
1305 LAUREL RIDGE LANE|STURDEVANT EXPRESSIONS LLC|B120134800|FRAME|A||04/09/2012
1305 LAUREL RIDGE LANE|STURDEVANT EXPRESSIONS LLC|B120134800|INSULATION|A||04/12/2012
1001 ROBERT WELCH LANE|HICKS ANTONIO R SR|B120138500|FINAL|A|1200042494 TB|04/09/2012
3509 DOUGLAS ROAD|LAHEY DOUG|B120138800|FOOTING|A||04/12/2012
1801 CHARLOTTE ANN CT|HALL ROBERT C & AMY G|B120143500|FINAL|A|SR 12-00051684 JS|04/12/2012
500 INDEPENDENCE PARKWAY|MID ATLANTIC BUILDING SERVICES|B120143700|FIRE|R|OK TEMPORARY CO, FIRE ALARM PE|04/13/2012
1324 SANDERSON ROAD|BUILDERS CORPORATION|B120144400|INSULATION|A||04/11/2012
1324 SANDERSON ROAD|BUILDERS CORPORATION|B120144400|FRAME|A||04/06/2012
809 LIVE OAK DRIVE|INSLEY GARY|B120148800|FIRE|A|OK FIRE FINAL|04/13/2012
1421 KRISTINA WAY|JONES LANG LASALLE CONSTRUCTION|B120149800|FIRE|A|OK FIRE FINAL|04/11/2012
1421 KRISTINA WAY|JONES LANG LASALLE CONSTRUCTION|B120149800|FINAL|A||04/12/2012
627 FLATROCK LN|CASA MANAGEMENT INC|B120156400|FOOTING|A||04/09/2012
2007 MILITARY HWY S|TITLEMAX|B120157800|FINAL|A||04/12/2012
2007 MILITARY HWY S|TITLEMAX|B120157800|FIRE|A|OK FIRE FINAL|04/11/2012
1533 VOLVO PARKWAY|SUSSEX DEVELOPEMENT CORP|B120161200|FRAME|A||04/09/2012
147 CALLISON DRIVE|HARMONY KITCHEN AND REMODELING L|B120165500|FOOTING|A||04/06/2012
1104 DERBY CT|CUSTOM FENCE WORKS INC|B120168200|FINAL|A|SR 12-00060907 JS|04/11/2012
912 CANAL DRIVE|MI CASITA TIENDA LATINA|B120170100|FINAL|A||04/06/2012
3940 AIRLINE BLVD|A & KELLAS AFRICAN BRAID|B120174300|FINAL|R||04/06/2012
3940 AIRLINE BLVD|A & KELLAS AFRICAN BRAID|B120174300|FIRE|R|EXTINGUISHER,EMERGENCY LTS,SIG|04/06/2012
908 BRICE CT|GERMEL INC|B120174400|INSULATION|A||04/09/2012
908 BRICE CT|GERMEL INC|B120174400|FRAME|A||04/09/2012
908 BRICE CT|GERMEL INC|B120174400|FRAME|R||04/06/2012
3741 HARDWICK TERRACE|GUYNN RANDY L|B120175000|FOOTING|A||04/09/2012
2424 PAYNE ROAD|WALTERS KRISTOFFER|B120177200|FINAL|A|SR # 12-00062144 RMS|04/09/2012
2465 BROADNAX CIRCLE|DIXON SCOTT ANOTHONY|B120181400|FINAL|A|SR 12-00064159 RMS|04/12/2012
728 CHANTILLY LN|MERRILL MARK A & SHELLEY E|B120181500|FINAL|A|SR 12-00057886 JS|04/11/2012
3416 WEST LANDING DRIVE|CHANNEL CONSTRUCTION CO|B120183200|INSULATION|A||04/09/2012
2508 TISWOOD CT|TRZCINSKI BRETT A|B120185300|FINAL|A||04/09/2012
1313 EXECUTIVE BLVD|MID ATLANTIC BUILDING SERVICES|B120188100|FRAME|A||04/10/2012
1313 EXECUTIVE BLVD|MID ATLANTIC BUILDING SERVICES|B120188200|FRAME|A||04/09/2012
532 BEAUREGARD DRIVE|BARCO SUSAN A|B120188300|FOOTING|R|OK PART FRONT WALL AT GARAGE|04/12/2012
808 FLAXTON TRCE|COLONIAL BARNS INC|B120191300|FINAL|A||04/10/2012
915 RILEY DR|STAFFORD THOMAS A|B120196200|FOOTING|A||04/09/2012
475 COBBLEWOOD BEND|LANDERS LLOYD|B120196900|FINAL|A|SR#12-00061272|04/10/2012
3330 MILITARY HWY S|CHESAPEAKE PAWNS INC|B120199300|FINAL|R|PARTIAL, SUITE 110 OK|04/12/2012
3330 MILITARY HWY S|CHESAPEAKE PAWNS INC|B120199300|CEILING|R|PARTIAL UNIT 110 OK|04/09/2012
3330 MILITARY HWY S|CHESAPEAKE PAWNS INC|B120199300|FIRE|R|OK FOR TEMPORARY CO.|04/11/2012
1253 CEDAR ROAD|FABULOUSS FINDS RESALE SHOP|B120199400|FIRE|A|OK FIRE FINAL|04/06/2012
1253 CEDAR ROAD|FABULOUSS FINDS RESALE SHOP|B120199400|FINAL|A||04/06/2012
608 RAVENWOODS DRIVE|J H TWO LC|B120200000|FRAME|A||04/06/2012
3209 COOKES MILL ROAD|LOREE ALLEN HLLC|B120200700|FRAME|A||04/11/2012
3209 COOKES MILL ROAD|LOREE ALLEN HLLC|B120200700|FOOTING|A||04/11/2012
3209 COOKES MILL ROAD|LOREE ALLEN HLLC|B120200700|FOOTING|R||04/10/2012
1525 RODGERS STREET|WALKE MARK A|B120202500|FINAL|A||04/11/2012
1525 RODGERS STREET|WALKE MARK A|B120202500|FRAME|A||04/11/2012
854 DAWSON CIR|ORE BUILDERS INC|B120205200|FOOTING|A||04/13/2012
912 LITTLE MARSH LN|BACKYARD FUN &LEISURE;|B120208700|FOOTING|A||04/06/2012
805 POPLAR RIDGE DRIVE|BACKYARD FUN &LEISURE;|B120208800|FOOTING|A||04/12/2012
4214 SPARROW COURT|CARMICKLE AMY N & BOBBY T|B120209000|FINAL|A||04/06/2012
4214 SPARROW COURT|CARMICKLE AMY N & BOBBY T|B120209000|FRAME|A||04/06/2012
2000 OLD GREENBRIER ROAD|PATEL RAJIV & PATEL JUSTIN R|B120209200|FOOTING|A||04/10/2012
817 BOTETOURT COURT|CREEKWOOD COMMERCIAL|B120210800|FRAME|A||04/12/2012
817 BOTETOURT COURT|CREEKWOOD COMMERCIAL|B120210800|FRAME|R||04/11/2012
5268 JONES LANE|MURRAY HOMES INC|B120211400|LAND PLAN|A|5 TREES (LCT)|04/09/2012
137 RIDGEWOOD ROAD|GUNN MAURY A & LINDA N|B120211500|FOOTING|A||04/10/2012
2036 CAROLINA ROAD|FISHER MICHAEL L & LISA D|B120211900|FINAL|A||04/06/2012
1561 CAMPOSTELLA ROAD|MIDWAY CHESAPEAKE LLC|B120212700|FINAL|R|SR#12-00061423|04/10/2012
712 TYLER WAY|SUMMIT CONSTRUCTION CORP|B120214200|LAND PLAN|A|6 TREES (LCT)|04/06/2012
712 TYLER WAY|SUMMIT CONSTRUCTION CORP|B120214200|FOOTING|A||04/09/2012
4744 LAKE SHORE DRIVE|HEARNDON CONSTRUCTION CO|B120216000|LAND PLAN|A|7 TREES (LCT)|04/06/2012
4744 LAKE SHORE DRIVE|HEARNDON CONSTRUCTION CO|B120216000|FOOTING|A||04/12/2012
4804 LAKE SHORE DRIVE|HEARNDON CONSTRUCTION CO|B120216300|FOOTING|A||04/12/2012
4804 LAKE SHORE DRIVE|HEARNDON CONSTRUCTION CO|B120216300|LAND PLAN|A|10 TREES (LCT)|04/06/2012
904 KEMP BRIDGE CT|NAPOLITANO HOMES INC|B120217100|LAND PLAN|A|9 TREES (LCT)|04/06/2012
1418 KEMP BRIDGE DR|NAPOLITANO HOMES INC|B120217200|LAND PLAN|A|8 TREES (LCT)|04/06/2012
1418 KEMP BRIDGE DR|NAPOLITANO HOMES INC|B120217200|FOOTING|A||04/12/2012
212 ALLEN DRIVE|BEVINS GARY T|B120217700|FRAME|A||04/12/2012
727 QUAIL AVENUE|HARDING CONSTRUCTION PAUL DOUGLA|B120217800|FOOTING|A||04/10/2012
1914 KEETER RUN|BETZ EDWARD L & KRISTINA L|B120220800|FINAL|A|SR# 12-00063792  MDT|04/10/2012
722 TYLER WAY|ASHDON BUILDERS INC|B120220900|LAND PLAN|A|6 TREES (LCT)|04/10/2012
722 TYLER WAY|ASHDON BUILDERS INC|B120220900|FOOTING|A||04/11/2012
728 SEAGRASS REACH|DELOACH MARY M|B120225100|FOOTING|R||04/12/2012
721 ALBERTINE CT|LOWERY CONSTRUCTION COMPANY INC|B120226100|LAND PLAN|A|2 TREES (LCT)|04/11/2012
719 ALBERTINE CT|LOWERY CONSTRUCTION COMPANY INC|B120226300|LAND PLAN|A|2 TREES (LCT)|04/11/2012
530 HADLEYBROOK DR|ELECTRICAL CONNECTIONS INC|E110154100|FINAL|A||04/10/2012
526 HADLEYBROOK DR|ELECTRICAL CONNECTIONS INC|E110154300|FINAL|A||04/10/2012
528 HADLEYBROOK DR|ELECTRICAL CONNECTIONS INC|E110154400|FINAL|A||04/10/2012
524 HADLEYBROOK DR|ELECTRICAL CONNECTIONS INC|E110154500|FINAL|A||04/10/2012
515 NESBIT DR|P M ELECTRIC|E110353500|FINAL|A||04/11/2012
509 NESBIT DR|P M ELECTRIC|E110353700|FINAL|A||04/11/2012
123 MILLWOOD AVENUE|J L ELECTRIC|E110378800|FINAL|A||04/12/2012
1101 CEDAR ROAD|LOWMAN ELECTRICAL CONTRACTOR INC|E110455000|FINAL|A||04/09/2012
821 TIFFANY GREEN CT|ELECTRICAL CONNECTIONS INC|E110517100|FINAL|A||04/10/2012
937 STANHOPE GDNS|SMITH & KEENE ELECTRICAL SERVICE|E110587800|ROUGH-IN|A||04/06/2012
716 GREAT MARSH AVENUE|SMITH & KEENE ELECTRICAL SERVICE|E110588500|ROUGH-IN|A||04/11/2012
100 VOLVO PARKWAY|RELAY ELECTRIC LLC|E110588900|SERVICE|A||04/12/2012
701 WATER HICKORY COURT|GREGORY GEORGE KENNETH|E110603000|FINAL|A||04/12/2012
3205 FOXGROVE LANE|ELECTRICAL CONNECTIONS INC|E110608800|FINAL|A||04/06/2012
936 STANHOPE GDNS|SMITH & KEENE ELECTRICAL SERVICE|E110613600|ROUGH-IN|A||04/06/2012
708 GREAT MARSH AVENUE|SMITH & KEENE ELECTRICAL SERVICE|E110614300|ROUGH-IN|A||04/06/2012
943 STANHOPE GDNS|SMITH & KEENE ELECTRICAL SERVICE|E110614600|ROUGH-IN|A||04/06/2012
939 STANHOPE GDNS|SMITH & KEENE ELECTRICAL SERVICE|E110614900|ROUGH-IN|A||04/06/2012
413 GREEN MEADOW DR|ELECTRICAL CONNECTIONS INC|E110632800|FINAL|A||04/10/2012
4295 WHITE CAP CRST|PIERCE ELECTRICAL CO|E110635700|SERVICE|A|EARLY RELEASE|04/10/2012
